Gansu  (4290,1310)  (4340,1310)  (4240,1310)  (4240,1360)  (4290,1360)  (4340,1360)  (4240,1410)  (4290,1410)  (4340,1410)  (4240,1460)  (4290,1460)  (4340,1460)  (4190,1410)  (4190,1460)  (4190,1510)  (4190,1560)  (4240,1410)  | overflowToLeft=false
121 Sea Zone  (5530,1690)  (5580,1690)  (5480,1690)  (5480,1740)  (5530,1740)  (5580,1740)  (5480,1790)  (5530,1790)  (5580,1790)  (5480,1840)  (5530,1840)  (5580,1840)  (5480,1890)  (5530,1890)  (5580,1890)  (5480,1940)  (5530,1940)  (5580,1940)  (5480,1990)  (5530,1990)  (5580,1990)  (5485,1995)  | overflowToLeft=false
86 Sea Zone  (3400,3100)  (3450,3100)  (3350,3100)  (3350,3150)  (3400,3150)  (3450,3150)  (3350,3200)  (3400,3200)  (3450,3200)  (3350,3250)  (3400,3250)  (3450,3250)  (3350,3300)  (3400,3300)  (3450,3300)  (3350,3350)  (3400,3350)  (3450,3350)  (3350,3400)  (3400,3400)  (3450,3400)  (3300,3200)  (3250,3200)  (3200,3200)  (3150,3200)  | overflowToLeft=false
Berlin  (2436,984)  (2500,70)  (2550,70)  (2450,70)  (2450,120)  (2500,120)  (2550,120)  (2450,170)  (2500,170)  (2550,170)  (2452,172)  | overflowToLeft=false
137 Sea Zone  (6835,870)  (6885,870)  (6785,870)  (6785,920)  (6835,920)  (6885,920)  (6785,970)  (6835,970)  (6885,970)  (6785,1020)  (6835,1020)  (6885,1020)  (6785,1070)  (6835,1070)  (6885,1070)  (6785,1120)  (6835,1120)  (6885,1120)  (6785,1170)  (6835,1170)  (6885,1170)  (6785,1220)  (6835,1220)  (6885,1220)  (6790,1225)  | overflowToLeft=false
Yunnan  (4430,1905)  (4480,1905)  (4380,1905)  (4380,1955)  (4430,1955)  (4480,1955)  (4380,2005)  (4430,2005)  (4480,200)  (4330,1905)  (4330,1955)  (4330,1855)  (4330,2005)  | overflowToLeft=false
Dzavhan  (4460,770)  (4510,770)  (4410,770)  (4410,820)  (4460,820)  (4510,820)  (4560,770)  (4560,820)  (4360,770)  (4360,820)  (4560,720)  (4610,720)  (4610,770)  (4560,820)  | overflowToLeft=false
11 Sea Zone  (1505,420)  (1555,420)  (1455,420)  (1455,470)  (1505,470)  (1555,470)  (1455,520)  (1505,520)  (1555,520)  (1455,570)  (1505,570)  (1555,570)  (1455,620)  (1505,620)  (1555,620)  (1455,670)  (1505,670)  (1555,670)  (1605,420)  (1605,470)  (1605,520)  (1605,570)  (1460,675)  | overflowToLeft=false
Rhodesia  (2670,3125)  (2720,3125)  (2620,3125)  (2620,3175)  (2670,3175)  (2720,3175)  (2620,3225)  (2670,3225)  (2720,3225)  (2770,3125)  (2770,3175)  (2770,3225)  (2770,3075)  (2630,3235)  | overflowToLeft=false
17 Sea Zone  (2630,555)  (2680,555)  (2635,505)  (2685,505)  (2635,605)  (2685,605)  (2695,455)  (2630,600)  | overflowToLeft=false
Chelyabinsk  (3900,960)  (3850,960)  (3950,960)  (3850,1010)  (3900,1010)  (3950,1010)  (3850,1060)  (3900,1060)  (3950,1060)  (3850,1110)  (3900,1110)  (3800,1110)  (3950,1110)  (3800,1060)  (4000,960)  (4030,910)  (3850,1110)  | overflowToLeft=false
South USA  (270,1255)  (320,1255)  (220,1255)  (220,1305)  (270,1305)  (320,1305)  (220,1355)  (270,1355)  (320,1355)  (220,1405)  (270,1405)  (320,1405)  (370,1255)  (370,1305)  (370,1305)  (370,1405)  (225,1410)  | overflowToLeft=false
Southwest Africa  (2460,3245)  (2510,3245)  (2410,3245)  (2550,3245)  (2410,3295)  (2460,3295)  (2510,3295)  (2560,3295)  (2350,3245)  (2360,3295)  (2360,3295)  | overflowToLeft=false
58 Sea Zone  (130,1800)  (180,1800)  (80,1800)  (80,1850)  (130,1850)  (180,1850)  (80,1900)  (130,1900)  (180,1900)  (80,1950)  (130,1950)  (180,1950)  (230,1850)  (230,1900)  (230,1950)  (30,1800)  (30,1850)  (30,1900)  (30,1950)  (280,1900)  (280,1950)  (30,1750)  (80,1750)  (30,1700)  (35,1955)  | overflowToLeft=false
Sierra Leone Liberia  (1680,2300)  (1730,2300)  (1680,2350)  (1730,2350)  (1780,2350)  (1680,2400)  (1730,2400)  (1780,2400)  (1630,2300)  (1630,2350)  (1630,2400)  (1640,2410)  | overflowToLeft=false
Ontario  (450,815)  (500,815)  (400,815)  (400,865)  (450,865)  (500,865)  (350,865)  (350,865)  (550,815)  (550,865)  (500,915)  (550,915)  (555,965)  (555,1015)  (605,998)  (355,870)  | overflowToLeft=false
52 Sea Zone  (2080,2530)  (2130,2530)  (2030,2530)  (2030,2580)  (2080,2580)  (2130,2580)  (2030,2630)  (2080,2630)  (2130,2630)  (2030,2680)  (2080,2680)  (2130,2680)  (2180,2580)  (2180,2630)  (2180,2680)  (2230,2680)  (2035,2685)  | overflowToLeft=false
East Kazakhstan  (3820,1300)  (3870,1300)  (3770,1300)  (3770,1350)  (3820,1350)  (3870,1350)  (3770,1400)  (3820,1400)  (3870,1400)  (3770,1450)  (3820,1450)  (3870,1450)  (3770,1500)  (3820,1500)  (3870,1500)  (3770,1550)  (3820,1550)  (3870,1550)  | overflowToLeft=false
Malta  (2349,1808)  (2960,70)  (3010,70)  (2910,70)  (2910,120)  (2960,120)  (3010,120)  (2910,170)  (2960,170)  (3010,170)  (2912,172)  | overflowToLeft=false
Wake Island  (6320,1740)  (6370,1740)  (6270,1740)  (6270,1790)  (6320,1790)  (6370,1790)  (6270,1840)  (6320,1840)  (6370,1840)  (6270,1890)  (6320,1890)  (6370,1890)  (6275,1895)  | overflowToLeft=false
27 Sea Zone  (740,1340)  (790,1340)  (690,1340)  (690,1390)  (740,1390)  (790,1390)  (690,1440)  (740,1440)  (790,1440)  (690,1490)  (740,1490)  (790,1490)  (690,1540)  (740,1540)  (790,1540)  (740,1290)  (790,1290)  (740,1240)  (790,1240)  (740,1190)  (790,1190)  (740,1140)  (790,1140)  (740,1090)  (790,1090)  (695,1545)  | overflowToLeft=false
Ireland  (1761,701)  (1713,738)  | overflowToLeft=false
Ningsia-Suiyuan  (4385,1115)  (4335,1115)  (4285,1115)  (4285,1165)  (4340,1165)  (4390,1165)  (4240,1115)  (4240,1165)  (4440,1115)  (4440,1165)  (4390,1215)  (4440,1215)  (4390,1265)  (4440,1265)  (4240,1065)  (4240,1015)  (4290,1215)  (4290,1165)  | overflowToLeft=false
Rostov  (3340,1230)  (3390,1230)  (3290,1230)  (3290,1280)  (3340,1280)  (3390,1280)  (3290,1330)  (3340,1330)  (3390,1330)  (3440,1230)  (3440,1280)  (3440,1330)  (3240,1380)  (3290,1380)  | overflowToLeft=false
42 Sea Zone  (520,1785)  (570,1785)  (470,1785)  (520,1835)  (570,1835)  (620,1835)  (670,1835)  (470,1735)  (520,1735)  (570,1735)  (470,1685)  (620,1785)  (525,1840)  | overflowToLeft=false
Taymyr  (4830,300)  (4870,300)  (4770,300)  (4770,350)  (4820,350)  (4870,350)  (4920,300)  (4920,350)  (4720,300)  (4720,350)  (4970,300)  (4970,350)  (5020,300)  | overflowToLeft=false
111 Sea Zone  (6280,2260)  (6330,2260)  (6230,2260)  (6230,2310)  (6280,2310)  (6330,2310)  (6230,2360)  (6280,2360)  (6330,2360)  (6230,2410)  (6280,2410)  (6330,2410)  (6230,2460)  (6280,2460)  (6330,2460)  (6230,2510)  (6280,2510)  (6330,2510)  (6380,2260)  (6235,2515)  | overflowToLeft=false
80 Sea Zone  (4225,2450)  (4275,2450)  (4225,2500)  (4275,2500)  (4325,2450)  (4325,2500)  (4175,2500)  (4225,2400)  (4275,2400)  (4170,2350)  (4220,2350)  (4225,2550)  (4275,2550)  (4325,2550)  (4225,2550)  | overflowToLeft=false
Sukbhaatar  (4820,920)  (4870,920)  (4770,920)  (4770,970)  (4820,970)  (4920,920)  (4720,920)  (4720,970)  (4720,1020)  (4770,1015)  (4670,1020)  (4920,870)  (4970,870)  (4735,870)  (4970,820)  (4770,970)  | overflowToLeft=false
Midwest  (70,870)  (120,870)  (20,870)  (20,920)  (70,920)  (120,920)  (20,970)  (70,970)  (120,970)  (20,1020)  (70,1020)  (120,1020)  (20,1070)  (70,1070)  (120,1070)  (25,1075)  | overflowToLeft=false
14 Sea Zone  (2270,400)  (2320,400)  (2220,400)  (2220,450)  (2270,450)  (2320,450)  (2370,400)  (2370,450)  (2220,500)  (2270,500)  (2320,500)  (2220,550)  (2220,600)  (2220,650)  (2230,700)  (2280,700)  (2270,750)  (2290,800)  (2225,455)  | overflowToLeft=false
55 Sea Zone  (1850,2800)  (1900,2800)  (1800,2800)  (1800,2850)  (1850,2850)  (1900,2850)  (1800,2900)  (1850,2900)  (1900,2900)  (1800,2950)  (1850,2950)  (1900,2950)  (1800,3000)  (1850,3000)  (1900,3000)  (1950,2800)  (1950,2850)  (1950,2900)  (1950,2950)  (1950,3000)  (1750,2800)  (1750,2850)  (1750,2900)  (1750,2950)  (1750,3000)  (1755,3005)  | overflowToLeft=false
Northeast Mexico  (80,1460)  (130,1460)  (30,1460)  (30,1510)  (80,1510)  (130,1510)  (30,1560)  (180,1510)  (180,1560)  (80,1560)  (130,1560)  (35,1565)  | overflowToLeft=false
Los Angeles  (7395,1205)  (6935,70)  (6985,70)  (6885,70)  (6885,120)  (6935,120)  (6985,120)  (6885,170)  (6935,170)  (6985,170)  (6887,72)  | overflowToLeft=false
West Kazakhstan  (3640,1310)  (3690,1310)  (3590,1310)  (3590,1360)  (3640,1360)  (3690,1360)  (3590,1410)  (3640,1410)  (3690,1410)  (3590,1460)  (3640,1460)  (3690,1460)  (3590,1500)  (3640,1500)  (3690,1500)  (3590,1550)  (3640,1550)  (3690,1550)  | overflowToLeft=false
Paris  (2125,1109)  (2195,70)  (2245,70)  (2145,70)  (2145,120)  (2195,120)  (2245,120)  (2145,170)  (2195,170)  (2245,170)  (2147,172)  | overflowToLeft=false
38 Sea Zone  (3005,1460)  (3055,1460)  (2955,1460)  (2955,1510)  (3005,1510)  (3055,1510)  (3055,1410)  (3015,1460)  | overflowToLeft=false
99 Sea Zone  (5100,2660)  (5150,2660)  (5050,2660)  (5050,2710)  (5100,2710)  (5150,2710)  (5050,2760)  (5100,2760)  (5150,2760)  (5000,2760)  (5000,2710)  (5200,2760)  (5250,2760)  (5155,2810)  (5205,2810)  (5000,2810)  (5005,2763)  (5005,2765)  | overflowToLeft=false
Komi  (3480,420)  (3530,420)  (3580,420)  (3480,470)  (3530,470)  (3580,470)  (3630,420)  (3630,470)  (3430,420)  (3430,470)  (3630,370)  (3680,420)  (3680,470)  (3630,470)  (3680,470)  | overflowToLeft=false
Andaman Islands  (4140,2462)  (4335,70)  (4385,70)  (4285,70)  (4285,120)  (4335,120)  (4385,120)  (4285,170)  (4335,170)  (4385,170)  (4285,170)  | overflowToLeft=false
West Alaska  (7000,300)  (7050,300)  (6950,300)  (6950,350)  (7000,350)  (7050,350)  (6950,400)  (7000,400)  (7050,400)  (6950,450)  (7000,450)  (7050,450)  (6900,350)  (6900,400)  (6900,450)  (6850,350)  (6850,400)  (6955,455)  | overflowToLeft=false
Yukon Territory  (7540,300)  (7590,300)  (7490,300)  (7490,350)  (7540,350)  (7590,350)  (7490,400)  (7540,400)  (7590,400)  (7440,300)  (7440,350)  (7440,400)  (7440,450)  (7490,450)  (7540,450)  (7590,450)  (7440,450)  (7445,455)  | overflowToLeft=false
Marshall Islands  (6450,2040)  (6500,2040)  (6400,2040)  (6400,2090)  (6450,2090)  (6500,2090)  (6400,2140)  (6450,2140)  (6500,2140)  (6400,2190)  (6450,2190)  (6500,2190)  (6405,2195)  | overflowToLeft=false
13 Sea Zone  (2100,400)  (2150,400)  (2100,450)  (2150,450)  (2100,500)  (2150,500)  (2100,550)  (2150,550)  (2100,600)  (2150,600)  (2100,650)  (2150,650)  (2050,400)  (2055,405)  | overflowToLeft=false
115 Sea Zone  (6110,2100)  (6160,2100)  (6060,2100)  (6060,2150)  (6110,2150)  (6160,2150)  (6060,2200)  (6110,2200)  (6160,2200)  (6060,2250)  (6110,2250)  (6160,2250)  (6060,2300)  (6110,2300)  (6160,2300)  (6060,2350)  (6110,2350)  (6160,2350)  (6060,2400)  (6110,2400)  (6160,2400)  (6010,2100)  (6010,2150)  (6010,2200)  (6010,2100)  (6010,2150)  (6010,2200)  (6015,2205)  | overflowToLeft=false
Malaya  (4445,2560)  (4395,2560)  (4495,2560)  (4435,2610)  (4485,2610)  (4535,2610)  (4500,2660)  (4550,2660)  (4405,2560)  | overflowToLeft=false
Guangdong  (4780,1945)  (4830,1945)  (4730,1945)  (4730,1995)  (4780,1995)  (4830,1995)  (4730,2045)  (4830,2045)  (4780,2045)  (4730,2095)  (4880,1895)  (4930,1895)  (4980,1895)  (4980,1945)  (5030,1895)  (4730,2045)  (4790,2045)  | overflowToLeft=false
South Belgian Congo  (2570,2930)  (2620,2930)  (2520,2930)  (2520,2980)  (2570,2980)  (2620,2980)  (2470,2930)  (2470,2980)  (2670,2930)  (2670,2980)  (2420,2990)  (2370,3013)  (2620,3030)  (2670,3030)  (2530,2990)  | overflowToLeft=false
143 Sea Zone  (6550,530)  (6600,530)  (6500,530)  (6500,580)  (6550,580)  (6600,580)  (6500,630)  (6550,630)  (6600,630)  (6500,680)  (6550,680)  (6600,680)  (6500,730)  (6550,730)  (6600,730)  (6500,780)  (6550,780)  (6600,780)  (6650,530)  (6650,580)  (6650,630)  (6650,680)  (6650,730)  (6505,785)  | overflowToLeft=false
94 Sea Zone  (6720,3100)  (6770,3100)  (6670,3100)  (6670,3150)  (6720,3150)  (6770,3150)  (6670,3200)  (6720,3200)  (6770,3200)  (6670,3250)  (6720,3250)  (6770,3250)  (6670,3300)  (6720,3300)  (6770,3300)  (6670,3350)  (6720,3350)  (6770,3350)  (6670,3400)  (6720,3400)  (6770,3400)  (6620,3350)  (6620,3400)  (6570,3350)  (6570,3400)  (6520,3350)  (6520,3400)  | overflowToLeft=false
Irkutsk  (4650,490)  (4700,490)  (4600,490)  (4600,540)  (4650,540)  (4700,540)  (4600,590)  (4550,540)  (4550,590)  (4500,540)  (4500,590)  (4450,540)  (4450,590)  (4500,640)  (4550,640)  (4600,640)  (4650,640)  (4700,640)  | overflowToLeft=false
Sumatra  (4380,2720)  (4430,2720)  (4480,2720)  (4480,2770)  (4530,2770)  (4580,2770)  (4380,2770)  (4430,2770)  (4380,2820)  (4430,2820)  (4480,2820)  (4530,2820)  (4580,2820)  (4570,2870)  (4280,2620)  (4325,2620)  (4385,2825)  | overflowToLeft=false
London  (2053,873)  (2090,70)  (1990,70)  (2040,70)  (1990,120)  (2040,120)  (2090,120)  (1990,170)  (2040,170)  (2090,170)  (1992,172)  | overflowToLeft=false
41 Sea Zone  (370,1540)  (420,1540)  (320,1540)  (320,1590)  (370,1590)  (420,1590)  (320,1490)  (370,1490)  (420,1490)  (470,1490)  (470,1540)  (470,1590)  (270,1490)  (270,1540)  (270,1590)  (520,1595)  (270,1640)  (320,1640)  (270,1540)  (275,1595)  | overflowToLeft=false
Sydney  (6012,3204)  (5713,70)  (5763,70)  (5663,70)  (5663,120)  (5713,120)  (5763,120)  (5663,170)  (5713,170)  (5763,170)  (5765,172)  | overflowToLeft=false
Aden  (3190,2350)  (3240,2350)  (3140,2350)  (3140,2400)  (3190,2400)  (3240,2400)  (3290,2350)  (3290,2400)  (3290,2300)  (3145,2405)  | overflowToLeft=false
Anhui  (4720,1430)  (4770,1430)  (4670,1430)  (4670,1480)  (4720,1480)  (4770,1480)  (4670,1530)  (4720,1530)  (4770,1530)  (4670,1580)  (4720,1580)  (4770,1580)  (4620,1430)  (4620,1480)  (4620,1530)  (4800,1380)  (4670,1530)  | overflowToLeft=false
110 Sea Zone  (5900,2485)  (5950,2485)  (5850,2485)  (5850,2535)  (5900,2535)  (5950,2535)  (6000,2485)  (6000,2535)  (6050,2485)  (6050,2535)  (6100,2485)  (6100,2535)  (6150,2485)  (6150,2535)  (5800,2485)  (5800,2535)  (5910,2585)  (5960,2585)  (5805,2540)  | overflowToLeft=false
Central USA  (320,995)  (370,995)  (270,995)  (270,1045)  (320,1045)  (370,1045)  (270,1095)  (320,1095)  (370,1095)  (270,1145)  (320,1145)  (370,1145)  (220,995)  (220,1045)  (220,1095)  (220,1145)  (220,945)  (220,895)  (225,1149)  | overflowToLeft=false
Washington  (613,1235)  (817,70)  (867,70)  (767,70)  (767,120)  (817,120)  (867,120)  (767,170)  (817,170)  (867,170)  (769,172)  | overflowToLeft=false
South Australia  (5595,3140)  (5645,3140)  (5545,3140)  (5545,3190)  (5595,3190)  (5645,3190)  (5695,3140)  (5495,3140)  (5745,3140)  (5495,3190)  (5695,3190)  (5745,3190)  (5695,3240)  (5745,3240)  (5505,3190)  | overflowToLeft=false
21 Sea Zone  (1700,775)  (1750,775)  (1650,775)  (1650,825)  (1700,825)  (1750,825)  (1650,875)  (1700,875)  (1750,875)  (1650,925)  (1700,925)  (1750,925)  (1650,975)  (1700,975)  (1750,975)  (1650,725)  (1655,880)  | overflowToLeft=false
Quinghai  (4040,1600)  (4090,1600)  (3990,1600)  (3990,1650)  (4040,1650)  (4090,1650)  (3990,1700)  (4040,1700)  (4090,1700)  (3990,1750)  (4040,1750)  (4090,1750)  (3990,1800)  (4040,1800)  (3940,1650)  (3940,1700)  | overflowToLeft=false
South Algeria  (2020,2010)  (2070,2010)  (1970,2010)  (1970,2060)  (2020,2060)  (2070,2060)  (2120,2010)  (1920,2060)  (1920,2010)  (1935,1960)  (1885,1960)  (1825,1975)  (1870,2010)  (2120,1960)  (1875,2065)  | overflowToLeft=false
Sweden  (2520,637)  (2520,700)  | overflowToLeft=false
18 Sea Zone  (1040,630)  (1090,630)  (990,630)  (1090,680)  (1040,680)  (1090,680)  (1040,730)  (1090,730)  (1040,780)  (1090,780)  (1040,830)  (1090,830)  (1090,880)  (990,680)  (990,730)  (940,630)  (945,635)  | overflowToLeft=false
Victoria and Gibson desert  (5490,3050)  | overflowToLeft=false
North Belgian Congo  (2580,2760)  (2630,2760)  (2530,2760)  (2530,2810)  (2580,2810)  (2630,2810)  (2680,2760)  (2680,2810)  (2480,2760)  (2480,2810)  (2670,2860)  (2490,2820)  | overflowToLeft=false
West Greenland  (790,300)  (840,300)  (740,300)  (740,350)  (790,350)  (840,350)  (840,400)  (790,400)  (860,450)  (910,500)  (745,355)  | overflowToLeft=false
South Xingjiang  (4030,1305)  (4080,1305)  (3980,1305)  (3980,1355)  (4030,1355)  (4080,1355)  (3980,1405)  (4030,1405)  (4080,1405)  (3980,1455)  (4030,1455)  (4080,1455)  (3930,1505)  (4130,1355)  (4130,1415)  (4130,1415)  (4010,1325)  | overflowToLeft=false
Java  (4790,2885)  (4840,2885)  (4740,2885)  (4690,2885)  (4890,2885)  (4940,2885)  (4640,2885)  (4880,2836)  (4930,2836)  (4695,2836)  (4645,2836)  (4645,2890)  | overflowToLeft=false
54 Sea Zone  (1500,2800)  (1550,2800)  (1450,2800)  (1450,2850)  (1500,2850)  (1550,2850)  (1450,2900)  (1500,2900)  (1550,2900)  (1450,2950)  (1500,2950)  (1550,2950)  (1450,3000)  (1500,3000)  (1550,3000)  (1600,2800)  (1600,2850)  (1600,2900)  (1600,2950)  (1600,3000)  (1400,2800)  (1400,2850)  (1400,2900)  (1400,2950)  (1400,3000)  (1405,3005)  | overflowToLeft=false
Calender1  (7045,96)  | overflowToLeft=false
Shanghai  (5120,1605)  (5100,70)  (5150,70)  (5050,70)  (5050,120)  (5100,120)  (5150,120)  (5050,170)  (5100,170)  (5150,170)  (5052,172)  | overflowToLeft=false
Calender2  (7415,100)  | overflowToLeft=false
123 Sea Zone  (6505,1675)  (6555,1675)  (6455,1675)  (6455,1725)  (6505,1725)  (6555,1725)  (6455,1775)  (6505,1775)  (6555,1775)  (6455,1825)  (6505,1825)  (6555,1825)  (6455,1875)  (6505,1875)  (6555,1875)  (6455,1925)  (6505,1925)  (6555,1925)  (6460,1930)  | overflowToLeft=false
Hebei  (4770,1170)  (4820,1170)  (4720,1170)  (4720,1220)  (4770,1220)  (4820,1220)  (4720,1270)  (4770,1270)  (4820,1270)  (4720,1320)  (4770,1320)  (4820,1320)  (4870,1220)  (4730,1330)  | overflowToLeft=false
South France  (2070,1366)  (2120,1366)  (2020,1366)  (2020,1416)  (2070,1416)  (2120,1416)  (2170,1366)  (2170,1416)  (1970,1366)  (1970,1416)  (2165,1318)  (1980,1318)  (1975,1421)  | overflowToLeft=false
128 Sea Zone  (5970,1330)  (6020,1330)  (5920,1330)  (5920,1380)  (5970,1380)  (6020,1380)  (5920,1430)  (5970,1430)  (6020,1430)  (5920,1480)  (5970,1480)  (6020,1480)  (5920,1530)  (5970,1530)  (6020,1530)  (5920,1580)  (5970,1580)  (6020,1580)  (6070,1330)  (6070,1380)  (6070,1430)  (6070,1480)  (6070,1530)  (6070,1580)  (5870,1330)  (5870,1380)  (5870,1430)  (5870,1480)  (5870,1530)  (5870,1580)  (5875,1585)  | overflowToLeft=false
South Norway  (2440,550)  (2390,550)  (2390,600)  (2440,600)  (2340,550)  (2340,600)  (2335,650)  (2385,650)  (2435,650)  (2290,550)  (2290,600)  (2290,650)  (2295,655)  | overflowToLeft=false
East Ukraine  (3150,1160)  (3200,1160)  (3100,1160)  (3100,1210)  (3150,1210)  (3200,1210)  (3100,1260)  (3150,1260)  (3200,1260)  (3100,1310)  (3150,1310)  (3200,1310)  (3250,1160)  (3250,1210)  | overflowToLeft=false
26 Sea Zone  (1810,1080)  (1860,1080)  (1810,1130)  (1860,1130)  (1810,1180)  (1860,1180)  (1810,1230)  (1860,1230)  (1810,1280)  (1860,1280)  (1810,1330)  (1860,1330)  (1760,1130)  (1760,1180)  (1760,1230)  (1760,1280)  (1760,1330)  (1745,1355)  | overflowToLeft=false
7 Sea Zone  (2220,280)  (2270,280)  (2170,280)  (2170,330)  (2220,330)  (2270,330)  (2170,230)  (2220,230)  (2270,230)  (2320,230)  (2320,280)  (2320,330)  (2120,230)  (2120,280)  (2120,330)  (2070,230)  (2070,280)  (2070,330)  (2075,335)  | overflowToLeft=false
2 Sea Zone  (440,570)  (490,570)  (390,570)  (390,620)  (440,620)  (490,620)  (540,570)  (540,620)  (455,670)  (505,670)  (555,670)  (542,715)  (395,625)  | overflowToLeft=false
Detroit  (490,993)  (969,70)  (919,70)  (1019,70)  (919,120)  (969,120)  (1019,120)  (919,170)  (969,170)  (1019,170)  (922,172)  | overflowToLeft=false
North Japan  (5820,930)  (5870,930)  (5770,930)  (5770,980)  (5820,980)  (5870,980)  (5770,1030)  (5820,1030)  (5870,1030)  (5770,1080)  (5820,1080)  (5870,1080)  (5920,930)  (5920,980)  (5920,1030)  (5920,1080)  (5720,930)  (5720,980)  (5720,1030)  (5720,1080)  (5725,1085)  | overflowToLeft=false
81 Sea Zone  (3540,2780)  (3590,2780)  (3490,2780)  (3490,2830)  (3540,2830)  (3590,2830)  (3490,2880)  (3540,2880)  (3590,2880)  (3490,2930)  (3540,2930)  (3590,2930)  (3490,2980)  (3540,2980)  (3590,2980)  (3640,2780)  (3640,2830)  (3640,2880)  (3640,2930)  (3640,2980)  (3440,2780)  (3440,2830)  (3440,2880)  (3440,2930)  (3440,2980)  | overflowToLeft=false
53 Sea Zone  (1230,2800)  (1280,2800)  (1180,2800)  (1180,2850)  (1230,2850)  (1280,2850)  (1180,2900)  (1230,2900)  (1280,2900)  (1180,2950)  (1230,2950)  (1280,2950)  (1180,3000)  (1230,3000)  (1280,3000)  (1130,2850)  (1130,2900)  (1130,2950)  (1130,3000)  (1080,2950)  (1080,3000)  (1030,3000)  (1035,3005)  | overflowToLeft=false
Oman  (3430,2235)  (3380,2235)  (3480,2235)  (3380,2285)  (3430,2285)  (3480,2285)  (3330,2285)  (3330,2235)  (3495,2190)  (3335,2290)  | overflowToLeft=false
Iceland  (1340,300)  (1276,70)  (1326,70)  (1226,70)  (1226,120)  (1276,120)  (1326,120)  (1226,170)  (1276,170)  (1326,170)  (1230,172)  | overflowToLeft=false
French Indochina  (4610,2200)  (4560,2200)  (4560,2250)  (4610,2250)  (4660,2250)  (4610,2300)  (4660,2300)  (4710,2300)  (4610,2350)  (4660,2350)  (4710,2350)  (4610,2400)  (4660,2400)  (4710,2400)  (4660,2450)  (4620,2400)  | overflowToLeft=false
Yugoslavia  (2590,1364)  (2540,1364)  (2640,1364)  (2540,1414)  (2590,1414)  (2640,1414)  (2690,1364)  (2690,1414)  (2490,1364)  (2490,1414)  (2510,1314)  (2690,1464)  (2495,1420)  | overflowToLeft=false
103 Sea Zone  (6430,2585)  (6480,2585)  (6380,2585)  (6380,2635)  (6430,2635)  (6480,2635)  (6380,2685)  (6430,2685)  (6480,2685)  (6380,2735)  (6430,2735)  (6480,2735)  (6430,2785)  (6480,2785)  (6480,2835)  (6480,2885)  (6480,2935)  (6330,2585)  (6330,2635)  (6330,2685)  (6330,2735)  (6330,2585)  (6330,2685)  (6330,2735)  (6335,2740)  | overflowToLeft=false
Iwo Jima  (5700,1510)  (5750,1510)  (5650,1510)  (5650,1560)  (5700,1560)  (5750,1560)  (5650,1610)  (5700,1610)  (5750,1610)  (5655,1515)  | overflowToLeft=false
Mauretania  (1730,2070)  (1780,2070)  (1680,2070)  (1750,2120)  (1800,2120)  (1700,2120)  (1690,2170)  (1740,2170)  (1790,2170)  (1755,2220)  (1630,2055)  (1655,2005)  (1640,2210)  (1695,2175)  | overflowToLeft=false
Midway  (6570,1262)  (6630,70)  (6680,70)  (6580,70)  (6580,120)  (6630,120)  (6680,120)  (6580,170)  (6630,170)  (6680,170)  (6582,172)  | overflowToLeft=false
Colombia  (600,2190)  (650,2190)  (550,2190)  (550,2240)  (600,2240)  (650,2240)  (550,2290)  (600,2290)  (650,2290)  (700,2190)  (700,2240)  (700,2290)  (680,2340)  (500,2190)  (500,2240)  (500,2290)  (505,2295)  | overflowToLeft=false
Bayan-Olgiy  (4220,820)  (4270,820)  (4170,820)  (4170,870)  (4220,870)  (4270,870)  (4170,920)  (4220,920)  (4270,920)  (4120,870)  (4120,920)  (4270,970)  (4320,820)  (4320,870)  (4320,920)  | overflowToLeft=false
34 Sea Zone  (2570,1800)  (2620,1800)  (2520,1800)  (2670,1800)  (2720,1800)  (2470,1800)  (2420,1800)  (2420,1850)  (2470,1850)  (2690,1850)  (2425,1800)  | overflowToLeft=false
South Brasil  (1040,2720)  (1090,2720)  (990,2720)  (990,2770)  (1040,2770)  (1090,2770)  (990,2820)  (1040,2820)  (990,2870)  (1040,2870)  (1090,2820)  (1140,2720)  (1090,2870)  (1025,2920)  (970,2670)  (9945,2875)  | overflowToLeft=false
New Guinea  (5830,2660)  (5880,2660)  (5780,2660)  (5780,2710)  (5830,2710)  (5880,2710)  (5930,2710)  (5930,2660)  (5930,2760)  (5880,2760)  (5790,2720)  | overflowToLeft=false
Southeast USA  (485,1340)  (535,1340)  (435,1340)  (435,1390)  (485,1390)  (535,1390)  (585,1340)  (585,1390)  (535,1440)  (585,1440)  (535,1490)  (585,1490)  (535,1540)  (585,1540)  (605,1290)  (450,1395)  | overflowToLeft=false
82 Sea Zone  (3940,2780)  (3990,2780)  (3890,2780)  (3890,2830)  (3950,2830)  (3990,2830)  (3890,2880)  (3950,2880)  (3990,2880)  (3890,2930)  (3950,2930)  (3990,2930)  (3890,2980)  (3950,2980)  (3990,2980)  (4040,2780)  (4040,2830)  (4040,2880)  (4040,2930)  (4040,2980)  (3840,2780)  (3840,2830)  (3840,2880)  (3840,2930)  (3840,2980)  (3845,2985)  | overflowToLeft=false
